chrom	start	end	name	score	strand	splice_site	acceptors_skipped	exons_skipped	donors_skipped	anchor	known_donor	known_acceptor	known_junction	gene_names	gene_ids	transcripts
AY849321.1	304	1641	JUNC00000036	114	+	GT-AG	1	0	0	D	1	0	0	E1	XLOC_000001	trxptA_novel,trxptB_ORF1,trxptC_hyd,trxptD_ORF4
AY849321.1	303	1612	JUNC00000038	2	+	GG-TC	0	0	1	N	0	0	0	NA	NA	NA
AY849321.1	509	1616	JUNC00000069	134	+	GT-AG	0	0	0	A	0	1	0	E1	XLOC_000001	trxptA_novel,trxptB_ORF1,trxptC_hyd,trxptD_ORF4
AY849321.1	752	1011	JUNC00000023	6	+	GG-AA	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	752	1011	JUNC00000070	1	-	TT-CC	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	966	1616	JUNC00000071	153	+	GT-AG	0	0	0	A	0	1	0	E1	XLOC_000001	trxptA_novel,trxptB_ORF1,trxptC_hyd,trxptD_ORF4
AY849321.1	1176	12318	JUNC00000072	7	+	AC-CG	8	3	5	N	0	0	0	NA	NA	NA
AY849321.1	1300	22664	JUNC00000073	4	+	TA-TC	14	8	8	N	0	0	0	NA	NA	NA
AY849321.1	1259	13423	JUNC00000074	1	+	TT-TA	9	3	5	N	0	0	0	NA	NA	NA
AY849321.1	1450	1616	JUNC00000075	924	+	GT-AG	0	0	0	A	0	1	0	E1	XLOC_000001	trxptA_novel,trxptB_ORF1,trxptC_hyd,trxptD_ORF4
AY849321.1	1477	1616	JUNC00000076	524	+	GT-AG	0	0	0	A	0	1	0	E1	XLOC_000001	trxptA_novel,trxptB_ORF1,trxptC_hyd,trxptD_ORF4
AY849321.1	1477	1964	JUNC00000077	45	+	GT-AG	1	1	1	A	0	1	0	E1	XLOC_000001	trxptA_novel,trxptB_ORF1,trxptC_hyd,trxptD_ORF4
AY849321.1	1607	21934	JUNC00000078	5	+	TA-TG	13	8	8	N	0	0	0	NA	NA	NA
AY849321.1	1655	1749	JUNC00000027	606	+	GT-AG	0	0	0	D	1	0	0	E1	XLOC_000001	trxptA_novel,trxptB_ORF1,trxptC_hyd,trxptD_ORF4
AY849321.1	1655	1964	JUNC00000003	38491	+	GT-AG	0	0	0	DA	1	1	1	E1	XLOC_000001	trxptA_novel,trxptB_ORF1,trxptC_hyd,trxptD_ORF4
AY849321.1	1655	1984	JUNC00000005	886	+	GT-AG	1	0	0	D	1	0	0	E1	XLOC_000001	trxptA_novel,trxptB_ORF1,trxptC_hyd,trxptD_ORF4
AY849321.1	1655	1874	JUNC00000017	305	+	GT-AG	0	0	0	D	1	0	0	E1	XLOC_000001	trxptA_novel,trxptB_ORF1,trxptC_hyd,trxptD_ORF4
AY849321.1	1655	1965	JUNC00000014	33	+	GT-GA	1	0	0	D	1	0	0	E1	XLOC_000001	trxptA_novel,trxptB_ORF1,trxptC_hyd,trxptD_ORF4
AY849321.1	1696	2218	JUNC00000079	6	+	CT-AT	1	0	0	N	0	0	0	NA	NA	NA
AY849321.1	1704	1964	JUNC00000013	70	+	GG-AG	0	0	0	A	0	1	0	E1	XLOC_000001	trxptA_novel,trxptB_ORF1,trxptC_hyd,trxptD_ORF4
AY849321.1	1705	1964	JUNC00000008	757	+	GT-AG	0	0	0	A	0	1	0	E1	XLOC_000001	trxptA_novel,trxptB_ORF1,trxptC_hyd,trxptD_ORF4
AY849321.1	1730	1962	JUNC00000019	456	+	CG-TC	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	1742	1817	JUNC00000080	2	+	AA-GT	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	1731	1964	JUNC00000037	5	+	GT-AG	0	0	0	A	0	1	0	E1	XLOC_000001	trxptA_novel,trxptB_ORF1,trxptC_hyd,trxptD_ORF4
AY849321.1	1653	1965	JUNC00000045	2	+	AG-GA	1	0	1	N	0	0	0	NA	NA	NA
AY849321.1	1654	1964	JUNC00000018	11	+	GG-AG	0	0	1	A	0	1	0	E1	XLOC_000001	trxptA_novel,trxptB_ORF1,trxptC_hyd,trxptD_ORF4
AY849321.1	1655	1997	JUNC00000041	333	+	GT-AG	1	0	0	D	1	0	0	E1	XLOC_000001	trxptA_novel,trxptB_ORF1,trxptC_hyd,trxptD_ORF4
AY849321.1	1684	15778	JUNC00000004	2	+	GA-TC	9	2	4	N	0	0	0	NA	NA	NA
AY849321.1	1814	1964	JUNC00000086	37	+	GT-AG	0	0	0	A	0	1	0	E1	XLOC_000001	trxptA_novel,trxptB_ORF1,trxptC_hyd,trxptD_ORF4
AY849321.1	1814	2198	JUNC00000047	52	+	GT-AG	1	0	0	N	0	0	0	NA	NA	NA
AY849321.1	1814	1984	JUNC00000028	91	+	GT-AG	1	0	0	N	0	0	0	NA	NA	NA
AY849321.1	1814	1997	JUNC00000081	41	+	GT-AG	1	0	0	N	0	0	0	NA	NA	NA
AY849321.1	1730	1962	JUNC00000088	1	-	GA-CG	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	1816	1943	JUNC00000089	15	+	AT-AC	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	1814	1901	JUNC00000090	4	+	GT-AG	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	1814	1988	JUNC00000085	7	+	GT-GG	1	0	0	N	0	0	0	NA	NA	NA
AY849321.1	1986	2100	JUNC00000031	21	-	AT-AC	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	2004	15307	JUNC00000020	12	+	GT-AG	8	2	4	N	0	0	0	NA	NA	NA
AY849321.1	2016	20044	JUNC00000010	26	+	AA-TT	9	6	6	N	0	0	0	NA	NA	NA
AY849321.1	2044	16489	JUNC00000035	2494	+	GT-AG	8	2	4	N	0	0	0	NA	NA	NA
AY849321.1	2059	2144	JUNC00000042	41	+	TA-GG	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	2066	2166	JUNC00000012	85	+	AC-TC	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	2066	2118	JUNC00000011	161	+	AC-GC	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	2086	13889	JUNC00000040	7	+	TC-TT	8	2	4	N	0	0	0	NA	NA	NA
AY849321.1	2099	2171	JUNC00000034	2574	+	GT-AG	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	2099	2187	JUNC00000043	16	+	GT-GG	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	2099	2198	JUNC00000044	29	+	GT-AG	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	2104	22110	JUNC00000083	6	+	TT-TC	11	7	7	N	0	0	0	NA	NA	NA
AY849321.1	2059	2144	JUNC00000082	2	-	CC-TA	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	2068	21862	JUNC00000048	25	+	TA-TT	11	7	7	N	0	0	0	NA	NA	NA
AY849321.1	2115	16757	JUNC00000093	3	+	GC-AA	8	2	4	N	0	0	0	NA	NA	NA
AY849321.1	2114	21759	JUNC00000092	15	+	GG-GA	11	7	7	N	0	0	0	NA	NA	NA
AY849321.1	2097	2171	JUNC00000094	1	+	AT-AG	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	2067	2189	JUNC00000095	1	-	GT-AG	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	2166	20800	JUNC00000096	4	-	GC-AG	6	3	8	N	0	0	0	NA	NA	NA
AY849321.1	2175	21304	JUNC00000097	185	-	GT-AG	6	3	8	N	0	0	0	NA	NA	NA
AY849321.1	2177	14661	JUNC00000098	44	+	GA-AA	8	2	4	N	0	0	0	NA	NA	NA
AY849321.1	2067	2162	JUNC00000099	5	-	GT-AG	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	2069	16495	JUNC00000104	111	+	AA-AC	8	2	4	N	0	0	0	NA	NA	NA
AY849321.1	2198	20758	JUNC00000106	13	+	GC-CT	11	7	7	N	0	0	0	NA	NA	NA
AY849321.1	2208	21900	JUNC00000107	5	+	GT-AG	11	7	7	N	0	0	0	NA	NA	NA
AY849321.1	2217	14569	JUNC00000110	9	-	GT-AG	4	2	5	N	0	0	0	NA	NA	NA
AY849321.1	2249	13420	JUNC00000111	12	+	GA-GG	7	2	4	N	0	0	0	NA	NA	NA
AY849321.1	2301	12901	JUNC00000091	857	+	CA-TA	7	2	4	N	0	0	0	NA	NA	NA
AY849321.1	2287	16439	JUNC00000114	2	+	AA-GA	8	2	4	N	0	0	0	NA	NA	NA
AY849321.1	2298	22122	JUNC00000116	2	+	CT-AT	11	7	7	N	0	0	0	NA	NA	NA
AY849321.1	2514	2631	JUNC00000117	12	-	GT-AG	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	2635	2961	JUNC00000118	10	-	GA-TA	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	2655	3122	JUNC00000119	141	-	TA-AA	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	2660	3030	JUNC00000120	322	-	GA-CA	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	2655	3122	JUNC00000123	2	-	TA-AA	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	2682	3363	JUNC00000124	16	-	AT-GC	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	2686	16486	JUNC00000126	8	-	CA-TC	4	2	4	N	0	0	0	NA	NA	NA
AY849321.1	2719	2982	JUNC00000127	408	-	GT-AG	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	2743	2797	JUNC00000128	26	-	AC-TT	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	2730	3005	JUNC00000129	4	-	AT-AA	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	2686	16486	JUNC00000130	28	+	GA-TG	8	2	4	N	0	0	0	NA	NA	NA
AY849321.1	2837	3124	JUNC00000131	1	-	AA-AA	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	2901	2976	JUNC00000132	4	-	AC-TC	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	3026	3080	JUNC00000133	7	-	AA-AA	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	3115	3773	JUNC00000134	22	+	GT-AG	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	3280	3949	JUNC00000135	19	-	CA-GA	1	0	1	N	0	0	0	NA	NA	NA
AY849321.1	3447	3617	JUNC00000137	26	-	AT-AG	0	0	1	A	0	1	0	E2,IM	XLOC_000003,XLOC_000003	IVa2,ptp_pol1,ptp_pol2
AY849321.1	3447	3615	JUNC00000136	13422	-	GT-AG	0	0	0	DA	1	1	1	E2,IM	XLOC_000003,XLOC_000003	IVa2,ptp_pol1,ptp_pol2
AY849321.1	3447	3660	JUNC00000139	74	-	GT-AG	0	0	1	A	0	1	0	E2,IM	XLOC_000003,XLOC_000003	IVa2,ptp_pol1,ptp_pol2
AY849321.1	3447	10981	JUNC00000138	98	-	GT-AG	3	1	3	NDA	1	1	0	E2,IM	XLOC_000003,XLOC_000003	IVa2,ptp_pol1,ptp_pol2,trunc_hypothetical
AY849321.1	3452	3773	JUNC00000140	32	+	GT-AG	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	3449	3618	JUNC00000141	2	-	TA-AC	0	0	1	N	0	0	0	NA	NA	NA
AY849321.1	3472	3615	JUNC00000142	7	-	GT-AG	0	0	0	D	1	0	0	E2,IM	XLOC_000003,XLOC_000003	IVa2,ptp_pol1,ptp_pol2
AY849321.1	3496	4400	JUNC00000143	1	-	CA-TA	1	0	1	N	0	0	0	NA	NA	NA
AY849321.1	3603	3773	JUNC00000146	1	+	GT-AG	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	3842	4226	JUNC00000039	84	+	GT-AG	0	0	0	A	0	1	0	MLP	XLOC_000002	52K,Hexon:protease,MLP_Fib_ORF7,pVII:protease,pVII:protease_2
AY849321.1	3842	7454	JUNC00000147	361	+	GT-AG	0	0	2	A	0	1	0	MLP	XLOC_000002	33K:E3,52K,Hexon,Hexon:protease,III_pVII,MLP_Fib_ORF7,TPL_exons_trunc,pIIIa:pVII,pVII,pVII:protease,pVII:protease_2
AY849321.1	3913	4226	JUNC00000148	25	+	GT-AG	0	0	0	A	0	1	0	MLP	XLOC_000002	52K,Hexon:protease,MLP_Fib_ORF7,pVII:protease,pVII:protease_2
AY849321.1	3913	7454	JUNC00000149	61	+	GT-AG	0	0	2	A	0	1	0	MLP	XLOC_000002	33K:E3,52K,Hexon,Hexon:protease,III_pVII,MLP_Fib_ORF7,TPL_exons_trunc,pIIIa:pVII,pVII,pVII:protease,pVII:protease_2
AY849321.1	4040	4226	JUNC00000174	17	+	GT-AG	0	0	0	A	0	1	0	MLP	XLOC_000002	52K,Hexon:protease,MLP_Fib_ORF7,pVII:protease,pVII:protease_2
AY849321.1	4126	4226	JUNC00000176	21	+	GT-AG	0	0	0	A	0	1	0	MLP	XLOC_000002	52K,Hexon:protease,MLP_Fib_ORF7,pVII:protease,pVII:protease_2
AY849321.1	4151	4226	JUNC00000177	9	+	GT-AG	0	0	0	A	0	1	0	MLP	XLOC_000002	52K,Hexon:protease,MLP_Fib_ORF7,pVII:protease,pVII:protease_2
AY849321.1	4117	4226	JUNC00000178	4	+	GC-AG	0	0	0	A	0	1	0	MLP	XLOC_000002	52K,Hexon:protease,MLP_Fib_ORF7,pVII:protease,pVII:protease_2
AY849321.1	4119	4223	JUNC00000179	6	+	TA-TG	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	4303	6282	JUNC00000180	168	+	GT-AG	0	0	1	N	0	0	0	NA	NA	NA
AY849321.1	4303	7454	JUNC00000150	9753	+	GT-AG	0	0	2	A	0	1	0	MLP	XLOC_000002	33K:E3,52K,Hexon,Hexon:protease,III_pVII,MLP_Fib_ORF7,TPL_exons_trunc,pIIIa:pVII,pVII,pVII:protease,pVII:protease_2
AY849321.1	4303	4750	JUNC00000181	14	+	GT-AG	0	0	1	N	0	0	0	NA	NA	NA
AY849321.1	4360	4467	JUNC00000190	11	+	GT-AG	0	0	0	D	1	0	0	MLP	XLOC_000002	33K:E3,52K,Hexon,Hexon:protease,MLP_Fib_ORF7,pVII:protease,pVII:protease_2
AY849321.1	4360	5794	JUNC00000189	26	+	GT-AG	0	0	0	D	1	0	0	MLP	XLOC_000002	33K:E3,52K,Hexon,Hexon:protease,MLP_Fib_ORF7,pVII:protease,pVII:protease_2
AY849321.1	4360	6282	JUNC00000184	3507	+	GT-AG	0	0	0	D	1	0	0	MLP	XLOC_000002	33K:E3,52K,Hexon,Hexon:protease,MLP_Fib_ORF7,pVII:protease,pVII:protease_2
AY849321.1	4360	6930	JUNC00000188	41	+	GT-AG	0	0	0	D	1	0	0	MLP	XLOC_000002	33K:E3,52K,Hexon,Hexon:protease,MLP_Fib_ORF7,pVII:protease,pVII:protease_2
AY849321.1	4360	7454	JUNC00000183	179607	+	GT-AG	0	0	1	DA	1	1	1	MLP	XLOC_000002	33K:E3,52K,Hexon,Hexon:protease,III_pVII,MLP_Fib_ORF7,TPL_exons_trunc,pIIIa:pVII,pVII,pVII:protease,pVII:protease_2
AY849321.1	4360	7496	JUNC00000185	305	+	GT-AG	1	0	1	D	1	0	0	MLP	XLOC_000002	33K:E3,52K,Hexon,Hexon:protease,III_pVII,MLP_Fib_ORF7,TPL_exons_trunc,pIIIa:pVII,pVII,pVII:protease,pVII:protease_2
AY849321.1	4360	12238	JUNC00000186	220	+	GT-AG	5	2	3	NDA	1	1	0	MLP	XLOC_000002	33K:E3,52K,Hexon,Hexon:protease,III_pVII,MLP_Fib_ORF7,TPL_exons_trunc,pIIIa:pVII,pVII,pVII:protease,pVII:protease_2,pX:Hexon
AY849321.1	4360	20419	JUNC00000182	1113	+	GT-AG	10	7	6	NDA	1	1	0	E3,MLP	XLOC_000002,XLOC_000002	100K:Fib,22K:Fib,33K:E3,33K_pVIII_E3_Fib,33K_pVIII_E3_lngr_tts,33K_pVIII_E3_xtra_exon,52K,E3_Fib_ORF7,Hexon,Hexon:protease,III_pVII,MLP_Fib_ORF7,TPL_exons_trunc,pIIIa:pVII,pVII,pVII:protease,pVII:protease_2,pX:Hexon
AY849321.1	4360	22492	JUNC00000187	119	+	GT-AG	11	7	6	NDA	1	1	0	E3,MLP	XLOC_000002,XLOC_000002	100K:Fib,22K:Fib,33K:E3,33K_pVIII_E3_Fib,33K_pVIII_E3_lngr_tts,33K_pVIII_E3_xtra_exon,52K,E3_Fib_ORF7,Hexon,Hexon:protease,III_pVII,MLP_Fib_ORF7,TPL_exons_trunc,pIIIa:pVII,pVII,pVII:protease,pVII:protease_2,pX:Hexon
AY849321.1	4303	5764	JUNC00000191	26	+	GT-AG	0	0	1	N	0	0	0	NA	NA	NA
AY849321.1	4360	6842	JUNC00000201	630	+	GT-AG	0	0	0	D	1	0	0	MLP	XLOC_000002	33K:E3,52K,Hexon,Hexon:protease,MLP_Fib_ORF7,pVII:protease,pVII:protease_2
AY849321.1	4360	6140	JUNC00000211	586	+	GT-AG	0	0	0	D	1	0	0	MLP	XLOC_000002	33K:E3,52K,Hexon,Hexon:protease,MLP_Fib_ORF7,pVII:protease,pVII:protease_2
AY849321.1	4303	7361	JUNC00000214	39	+	GT-AG	0	0	2	N	0	0	0	NA	NA	NA
AY849321.1	4303	6140	JUNC00000215	16	+	GT-AG	0	0	1	N	0	0	0	NA	NA	NA
AY849321.1	4429	7454	JUNC00000218	723	+	GT-AG	0	0	1	A	0	1	0	MLP	XLOC_000002	33K:E3,52K,Hexon,Hexon:protease,III_pVII,MLP_Fib_ORF7,TPL_exons_trunc,pIIIa:pVII,pVII,pVII:protease,pVII:protease_2
AY849321.1	4344	15689	JUNC00000232	5	+	AG-AT	8	2	4	N	0	0	0	NA	NA	NA
AY849321.1	4360	24537	JUNC00000236	191	+	GT-AG	12	7	6	D	1	0	0	E3,MLP	XLOC_000002,XLOC_000002	100K:Fib,22K:Fib,33K:E3,33K_pVIII_E3_Fib,33K_pVIII_E3_lngr_tts,33K_pVIII_E3_xtra_exon,52K,E3_Fib_ORF7,Hexon,Hexon:protease,III_pVII,MLP_Fib_ORF7,TPL_exons_trunc,pIIIa:pVII,pVII,pVII:protease,pVII:protease_2,pX:Hexon
AY849321.1	4360	4750	JUNC00000238	43	+	GT-AG	0	0	0	D	1	0	0	MLP	XLOC_000002	33K:E3,52K,Hexon,Hexon:protease,MLP_Fib_ORF7,pVII:protease,pVII:protease_2
AY849321.1	4360	4575	JUNC00000258	3	+	GT-AG	0	0	0	D	1	0	0	MLP	XLOC_000002	33K:E3,52K,Hexon,Hexon:protease,MLP_Fib_ORF7,pVII:protease,pVII:protease_2
AY849321.1	4360	5041	JUNC00000243	13	+	GT-AA	0	0	0	D	1	0	0	MLP	XLOC_000002	33K:E3,52K,Hexon,Hexon:protease,MLP_Fib_ORF7,pVII:protease,pVII:protease_2
AY849321.1	4360	5670	JUNC00000242	62	+	GT-AG	0	0	0	D	1	0	0	MLP	XLOC_000002	33K:E3,52K,Hexon,Hexon:protease,MLP_Fib_ORF7,pVII:protease,pVII:protease_2
AY849321.1	4360	6912	JUNC00000252	89	+	GT-AG	0	0	0	D	1	0	0	MLP	XLOC_000002	33K:E3,52K,Hexon,Hexon:protease,MLP_Fib_ORF7,pVII:protease,pVII:protease_2
AY849321.1	4360	6917	JUNC00000265	52	+	GT-AG	0	0	0	D	1	0	0	MLP	XLOC_000002	33K:E3,52K,Hexon,Hexon:protease,MLP_Fib_ORF7,pVII:protease,pVII:protease_2
AY849321.1	4359	7454	JUNC00000250	74	+	GG-AG	0	0	2	A	0	1	0	MLP	XLOC_000002	33K:E3,52K,Hexon,Hexon:protease,III_pVII,MLP_Fib_ORF7,TPL_exons_trunc,pIIIa:pVII,pVII,pVII:protease,pVII:protease_2
AY849321.1	4360	4981	JUNC00000269	166	+	GT-AG	0	0	0	D	1	0	0	MLP	XLOC_000002	33K:E3,52K,Hexon,Hexon:protease,MLP_Fib_ORF7,pVII:protease,pVII:protease_2
AY849321.1	4360	5764	JUNC00000273	41	+	GT-AG	0	0	0	D	1	0	0	MLP	XLOC_000002	33K:E3,52K,Hexon,Hexon:protease,MLP_Fib_ORF7,pVII:protease,pVII:protease_2
AY849321.1	4360	6947	JUNC00000271	32	+	GT-AG	0	0	0	D	1	0	0	MLP	XLOC_000002	33K:E3,52K,Hexon,Hexon:protease,III_pVII,MLP_Fib_ORF7,pIIIa:pVII,pVII,pVII:protease,pVII:protease_2
AY849321.1	4332	16515	JUNC00000277	1	-	GT-AG	3	1	3	N	0	0	0	NA	NA	NA
AY849321.1	4360	20162	JUNC00000272	279	+	GT-AG	9	6	5	NDA	1	1	0	E3,MLP	XLOC_000002,XLOC_000002	100K:Fib,22K:Fib,33K:E3,33K_pVIII_E3_Fib,33K_pVIII_E3_lngr_tts,33K_pVIII_E3_xtra_exon,52K,E3_Fib_ORF7,Hexon,Hexon:protease,III_pVII,MLP_Fib_ORF7,TPL_exons_trunc,pIIIa:pVII,pVII,pVII:protease,pVII:protease_2,pX:Hexon
AY849321.1	4360	4521	JUNC00000282	54	+	GT-AG	0	0	0	D	1	0	0	MLP	XLOC_000002	33K:E3,52K,Hexon,Hexon:protease,MLP_Fib_ORF7,pVII:protease,pVII:protease_2
AY849321.1	4360	5403	JUNC00000279	32	+	GT-AG	0	0	0	D	1	0	0	MLP	XLOC_000002	33K:E3,52K,Hexon,Hexon:protease,MLP_Fib_ORF7,pVII:protease,pVII:protease_2
AY849321.1	4360	6809	JUNC00000284	206	+	GT-AG	0	0	0	D	1	0	0	MLP	XLOC_000002	33K:E3,52K,Hexon,Hexon:protease,MLP_Fib_ORF7,pVII:protease,pVII:protease_2
AY849321.1	4360	5881	JUNC00000292	1	+	GT-AG	0	0	0	D	1	0	0	MLP	XLOC_000002	33K:E3,52K,Hexon,Hexon:protease,MLP_Fib_ORF7,pVII:protease,pVII:protease_2
AY849321.1	4359	7454	JUNC00000262	2	+	GG-AG	0	0	2	A	0	1	0	MLP	XLOC_000002	33K:E3,52K,Hexon,Hexon:protease,III_pVII,MLP_Fib_ORF7,TPL_exons_trunc,pIIIa:pVII,pVII,pVII:protease,pVII:protease_2
AY849321.1	4359	4953	JUNC00000298	1	+	GG-TG	0	0	1	N	0	0	0	NA	NA	NA
AY849321.1	4360	6927	JUNC00000297	1	+	GT-AG	0	0	0	D	1	0	0	MLP	XLOC_000002	33K:E3,52K,Hexon,Hexon:protease,MLP_Fib_ORF7,pVII:protease,pVII:protease_2
AY849321.1	4362	7459	JUNC00000300	6	+	AA-CG	1	0	1	N	0	0	0	NA	NA	NA
AY849321.1	4360	5812	JUNC00000309	1	+	GT-AG	0	0	0	D	1	0	0	MLP	XLOC_000002	33K:E3,52K,Hexon,Hexon:protease,MLP_Fib_ORF7,pVII:protease,pVII:protease_2
AY849321.1	4360	12466	JUNC00000310	41	+	GT-AG	6	2	3	NDA	1	1	0	MLP	XLOC_000002	33K:E3,52K,Hexon,Hexon:protease,III_pVII,MLP_Fib_ORF7,TPL_exons_trunc,pIIIa:pVII,pVII,pVII:protease,pVII:protease_2,pX:Hexon
AY849321.1	4360	5719	JUNC00000311	145	+	GT-AG	0	0	0	D	1	0	0	MLP	XLOC_000002	33K:E3,52K,Hexon,Hexon:protease,MLP_Fib_ORF7,pVII:protease,pVII:protease_2
AY849321.1	4716	5002	JUNC00000368	11	+	AA-CA	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	4729	7454	JUNC00000369	1350	+	GT-AG	0	0	1	A	0	1	0	MLP	XLOC_000002	33K:E3,52K,Hexon,Hexon:protease,III_pVII,MLP_Fib_ORF7,TPL_exons_trunc,pIIIa:pVII,pVII,pVII:protease,pVII:protease_2
AY849321.1	4688	4938	JUNC00000370	1	-	AA-AG	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	4729	6140	JUNC00000371	6	+	GT-AG	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	4766	6293	JUNC00000372	2	+	AT-GT	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	4847	15531	JUNC00000373	54	-	GT-AG	3	1	3	N	0	0	0	NA	NA	NA
AY849321.1	5001	14761	JUNC00000376	4	+	AA-GT	8	2	3	N	0	0	0	NA	NA	NA
AY849321.1	5036	5318	JUNC00000377	1	+	CT-AG	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	5104	24882	JUNC00000378	4	+	GG-GG	12	7	6	N	0	0	0	NA	NA	NA
AY849321.1	5095	5465	JUNC00000379	1	+	TC-AC	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	5105	5475	JUNC00000380	2	+	GT-AG	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	5162	5510	JUNC00000381	1	+	GT-AG	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	5235	5389	JUNC00000382	6	+	TT-TA	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	5125	5670	JUNC00000383	1	+	GT-AG	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	5235	5389	JUNC00000384	1	?	TT-TA	0	0	0	N	0	0	0	NA	NA	NA
